id,address,Name,Latitude,Longitude,landform_type,city
landf_116,"Tesero, Comunità territoriale della Val di Fiemme, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38038, Italia",Cimon di Lasteolo,46.2168382,11.5446191,mountain,region_156
landf_117,"Busa del Castel, Ziano di Fiemme, Comunità territoriale della Val di Fiemme, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Cima Litegosa,46.2253087,11.558882,mountain,region_165
landf_118,"Busona di Val del Mattio, Baselga di Piné, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Monte Ruioch,46.1540984,11.3635196,mountain,region_5
landf_119,"Via Ferrata dei Campanili del Latemar, Predazzo, Comunità territoriale della Val di Fiemme, Provincia di Trento, Trentino-Alto Adige/Südtirol, 39056, Italia",Cimon del Latemar - Diamantiditurm,46.3810697,11.5750434,mountain,region_55
landf_120,"Strada Forestale Val Cantieri, Cere, Telve, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Monte Valpiana,46.1629253,11.480299,mountain,region_72
landf_121,"Sentiero Baraccamenti Baitol, Baselga di Piné, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Baitol,46.1606082,11.3795719,mountain,region_5
landf_122,"Mulattiera militare, Fioré, Baselga di Piné, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38042, Italia",Dos dei Pini,46.1171378,11.2761491,mountain,region_5
landf_123,"Sostitutivo 404, Baselga di Piné, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38042, Italia",Cadinel bas,46.1262206,11.2865143,mountain,region_5
landf_124,"Strada del Croz de le Casele, Fovo alto, Baselga di Piné, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38042, Italia",Croz de le Casele,46.1315259,11.2723197,mountain,region_5
landf_125,"Campitello di Fassa - Ciampedel, Campitello di Fassa, Comun General de Fascia, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38031, Italia",Punta Grohmann - Grohmannspitze,46.5106,11.732966,mountain,region_90
landf_126,"527, Campitello di Fassa, Comun General de Fascia, Provincia di Trento, Trentino-Alto Adige/Südtirol, 39040, Italia",Sasplat - Plattkofel - Sasso Piatto,46.5141348,11.7157706,mountain,region_90
landf_127,"Forte Vezzena, Strada Forestale Cima Vezzena, Levico Terme, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38056, Italia",Cima Vezzena,45.9790546,11.3426214,mountain,region_34
landf_128,"Strada forestale Cazalin, Borgo Valsugana, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Cima Mandriolo,45.9842643,11.3771727,mountain,region_82
landf_129,"Bivacco Jellici, Sentiero militare del Grontòn, Moena, Comun General de Fascia, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38035, Italia",Cima Bocche - Cimon de Boce,46.3542156,11.7527077,mountain,region_47
landf_130,"Cima Juribrutto, E628, Moena, Comun General de Fascia, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38035, Italia",Cima Juribrutto - Gereburt,46.3594001,11.765161,mountain,region_47
landf_131,"Senter dei schiràti, Baselga di Piné, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38043, Italia",La Corda,46.1743388,11.355881,mountain,region_5
landf_132,"Strada forestale ""Fovo Alto 2"", Fovo alto, Baselga di Piné, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38042, Italia",I Dossi,46.1264522,11.2738416,mountain,region_5
landf_133,"Path from Passo Cadino to Malga Fornasa Alta, Valfloriana, Comunità territoriale della Val di Fiemme, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Monte Croce,46.1693463,11.3924897,mountain,region_5
landf_134,"Via San Giovanni Bosco, Checa, Brusago, Bedollo, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38043, Italia",Gać,46.1799217,11.3092621,mountain,region_6
landf_135,"Cogne sud, Lona-Lases, Comunità della Valle di Cembra, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Monte Cogne,46.1943544,11.3677123,mountain,region_118
landf_136,"Pale dal Sas, Valfloriana, Comunità territoriale della Val di Fiemme, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Cimon del Tres,46.2053277,11.3972251,mountain,region_154
landf_137,"Al Doss di Segonzano, Segonzano, Comunità della Valle di Cembra, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38043, Italia",Dosso di Segonzano,46.1866385,11.2921819,mountain,region_144
landf_138,"Roge, Brusago, Bedollo, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38043, Italia",Dos dei Lovi,46.1822121,11.3331581,mountain,region_6
landf_139,"Strada forestale Piaie, Baldìss, Predazzo, Comunità territoriale della Val di Fiemme, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38037, Italia",Malgola,46.301123,11.6236559,mountain,region_55
landf_140,"Strada di Malga Stramaiolo, Bedollo, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38043, Italia",Lemperperg,46.1457866,11.3375462,mountain,region_6
landf_141,"trincea, Roncegno Terme, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Fravort,46.0760038,11.3511386,mountain,region_132
landf_142,"Sentiero Prima Guerra Mondiale, Frassilongo - Garait, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Oscivart,46.0775693,11.3471098,mountain,region_107
landf_143,"Strada del Pian de la Casara, Levico Terme, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38056, Italia",Cima Panarotta,46.0500145,11.3344548,mountain,region_125
landf_144,"Piazzola - Marić, Campolongo, Baselga di Piné, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38043, Italia",Dos de la Piazzola,46.1405935,11.2842637,mountain,region_5
landf_145,"Capanna Punta Penia, Via Ferrata Marmolada Cresta Ovest, San Giovanni di Fassa - Sèn Jan, Comun General de Fascia, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Punta Penia,46.434526,11.8513263,mountain,region_64
landf_146,"Via Ferrata Col Rodella, Campitello di Fassa, Comun General de Fascia, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38031, Italia",Col Rodela,46.4953446,11.7486236,mountain,region_90
landf_147,"Via dei Sgualdi, Vigalzano, Canzolino, Pergine Valsugana, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38057, Italia",Tessara,46.0786611,11.2315418,mountain,region_125
landf_148,"Belvedere Alto, Via Domenica Targa, Guarda, Canzolino, Pergine Valsugana, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38042, Italia",Belvedere,46.0898264,11.234489,mountain,region_125
landf_149,"mulattiera militare, Mas del Ghiga, Pergine Valsugana, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38042, Italia",Monte Calvo,46.1007524,11.2604791,mountain,region_125
landf_150,"Valon del Fos, Canazei, Comun General de Fascia, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38032, Italia",Col Aut,46.5107642,11.81835,mountain,region_92
landf_151,"Caoria, Canal San Bovo, Comunità di Primiero, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Cima Spiadon,46.1833357,11.6497369,mountain,region_88
landf_152,"Località Cesure, Caoria Sperandii, Caoria, Canal San Bovo, Comunità di Primiero, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38050, Italia",Cima di Mezzogiorno,46.1768434,11.67361,mountain,region_88
landf_153,"Panchina, trincea, Torcegno, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Pizzo Alto,46.1054519,11.3757451,mountain,region_152
landf_154,"E706, San Martino di Castrozza, Primiero San Martino di Castrozza, Comunità di Primiero, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Cimon della Pala,46.2849069,11.8239713,mountain,region_52
landf_155,"Strada forestale Colaz, Imer, Comunità di Primiero, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Monte Vederna,46.129354,11.7884068,mountain,region_35
landf_156,"Via Italiana, Ziano di Fiemme, Comunità territoriale della Val di Fiemme, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Cauriol Piccolo,46.2351848,11.5891131,mountain,region_165
landf_157,"Caoria, Canal San Bovo, Comunità di Primiero, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Aia Tonda,46.1702025,11.6613752,mountain,region_88
landf_158,"Sentiero della Memoria, Castel Ivano, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38050, Italia",Tombolin di Caldenave,46.1215149,11.5438917,mountain,region_62
landf_159,"Giro de Solombo, Aguai, Carano, Ville di Fiemme, Comunità territoriale della Val di Fiemme, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38099, Italia",Solombo,46.3030588,11.4163781,mountain,region_88
landf_160,"Sentiero Baraccamenti Baitol, Telve, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Schliverai Spitz,46.1568166,11.3658752,mountain,region_72
landf_161,"Strada Val Venegia, San Martino di Castrozza, Primiero San Martino di Castrozza, Comunità di Primiero, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Monte Castellaz,46.3073186,11.7952973,mountain,region_52
landf_162,"Strada forestale Cinque Croci, Pieve Tesino, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Col di San Giovanni,46.1800084,11.5463305,mountain,region_53
landf_163,"Strada Forestale Valpiana - Croce, Cere, Telve, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Monte Setole,46.1539016,11.4898766,mountain,region_72
landf_164,"Strada forestale Masi alti - Coston, Castello-Molina di Fiemme, Comunità territoriale della Val di Fiemme, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Cima Inferno,46.2148419,11.4546558,mountain,region_15
landf_165,"Sette Laghi, Torcegno, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Hoabonti,46.0937167,11.3739496,mountain,region_152
landf_166,"Crozo negro, Sette Laghi, Torcegno, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Monte Cola,46.0934691,11.3868854,mountain,region_152
landf_167,"Forcella Cavallazza, 15, San Martino di Castrozza, Primiero San Martino di Castrozza, Comunità di Primiero, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Cavallazza,46.2787046,11.7767933,mountain,region_52
landf_168,"Lastei, Castello-Molina di Fiemme, Comunità territoriale della Val di Fiemme, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Cima delle Buse,46.185741,11.4980873,mountain,region_15
landf_169,"Paolati - Cogne ovest, Lona-Lases, Comunità della Valle di Cembra, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38043, Italia",Monte Frattoni,46.2004122,11.3609047,mountain,region_118
landf_170,"Laghi di Rocco, Pieve Tesino, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Cima Lagorai,46.2020718,11.5243368,mountain,region_53
landf_171,"Casal, Segonzano, Comunità della Valle di Cembra, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38047, Italia",Venticcia,46.1976116,11.2610203,mountain,region_144
landf_172,"Traccia Sentiero Cima Agaro - Magri, Castello Tesino, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38053, Italia",Monte Agaro,46.0952518,11.6556704,mountain,region_17
landf_173,"Traccia Sentiero Lago Pisorno - Agnelessa, Canal San Bovo, Comunità di Primiero, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Cima Scanaiòl,46.2148405,11.7664607,mountain,region_88
landf_174,"Gamsband, Canazei, Comun General de Fascia, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38032, Italia",3. Ciampanil dl Sela - 3. Sellaturm - III° Torre del Sella,46.5110867,11.7779629,mountain,region_92
landf_175,"Col Pelous - Alba, Mazzin, Comun General de Fascia, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38032, Italia",Col Pelous,46.465145,11.7521439,mountain,region_90
landf_176,"677, Canazei, Comun General de Fascia, Provincia di Trento, Trentino-Alto Adige/Südtirol, 39048, Italia",Piz Rotic,46.5297611,11.8035543,mountain,region_92
landf_177,"Normalweg 1. Sellaturm, Canazei, Comun General de Fascia, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38032, Italia",1. Ciampanil dl Sela - 1. Sellaturm - I° Torre del Sella,46.5093828,11.774633,mountain,region_92
landf_178,"Normalweg 1. Sellaturm, Canazei, Comun General de Fascia, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38032, Italia",2. Ciampanil dl Sela - 2. Sellaturm - II° Torre del Sella,46.5099028,11.7759014,mountain,region_92
landf_179,"Normalweg 1. Sellaturm, Canazei, Comun General de Fascia, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38032, Italia",Locomotiva - Lokomotive,46.50912,11.772745,mountain,region_92
landf_180,"Orsa Maggiore, 646, Canazei, Comun General de Fascia, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38032, Italia",L'Aut,46.4408386,11.7566096,mountain,region_92
landf_181,"Passo Mirafiori - Pala delle Buse, Lona-Lases, Comunità della Valle di Cembra, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Pala delle Buse,46.1910349,11.3823127,mountain,region_118
landf_182,"Sentiero Baraccamenti Baitol, Telve, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Monte Camin,46.1747374,11.3844023,mountain,region_72
landf_183,"Sentiero attrezzato ""Achille Gadler"", San Martino di Castrozza, Primiero San Martino di Castrozza, Comunità di Primiero, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Colbricon Ovest,46.272223,11.7512476,mountain,region_52
landf_184,"Pian Della Maddalena, Castello-Molina di Fiemme, Comunità territoriale della Val di Fiemme, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Mugon,46.1921,11.4888,mountain,region_15
landf_185,"Tresca, GeoTrail del Dos Capèl, Predazzo, Comunità territoriale della Val di Fiemme, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Monte Agnello - Cimòn de Tresca,46.3265403,11.5587785,mountain,region_55
landf_186,"Madonnina, Scala del Tombolin, Bieno, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38050, Italia",Cimon di Rava,46.1229185,11.5692768,mountain,region_7
landf_187,"Strada Provinciale 31 del Manghen, Castello-Molina di Fiemme, Comunità territoriale della Val di Fiemme, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Costa Onchieli,46.186833,11.4428679,mountain,region_15
landf_188,"517B, Predazzo, Comunità territoriale della Val di Fiemme, Provincia di Trento, Trentino-Alto Adige/Südtirol, 39056, Italia",Col Cornon,46.3835955,11.5885432,mountain,region_55
landf_189,"Strada Provinciale 31 del Manghen, Castello-Molina di Fiemme, Comunità territoriale della Val di Fiemme, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Monte Manghen,46.1753075,11.4435374,mountain,region_15
landf_190,"Iscrizione romana, Strada forestale Stue basse - Camini, Castello-Molina di Fiemme, Comunità territoriale della Val di Fiemme, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Pergol,46.1891873,11.4615828,mountain,region_15
landf_191,"Orti, Scurelle, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38050, Italia",Cima Caldenave,46.1258556,11.5558435,mountain,region_62
landf_192,"Ricovero Tenente Cecchin, Sentiero dei Laghi, Cinte Tesino, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Cima Lasteati,46.161021,11.5682732,mountain,region_98
landf_193,"Percorso Trincee Prima Guerra Mondiale, Scurelle, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38050, Italia",Cima Brunella,46.1312205,11.5698721,mountain,region_62
landf_194,"Frisanchi, Altopiano della Vigolana, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38049, Italia",Dos Alt,45.9712868,11.2189937,mountain,region_15
landf_195,"Sentiero dei Laghi, Cinte Tesino, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Cima Socede,46.1718667,11.5547229,mountain,region_98
landf_196,"Forcella Quarazza, Scala del Tombolin, Bieno, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38050, Italia",Cima Trento,46.1296596,11.5697335,mountain,region_7
landf_197,"Herta Miller Haus, Strada Forestale Val Cantieri, Cere, Telve, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Cima del Bortolo,46.1596593,11.4738672,mountain,region_72
landf_198,"Strada di Malga Stramaiolo, Regnana, Centrale, Bedollo, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38043, Italia",Campidei,46.1628595,11.3291281,mountain,region_6
landf_199,"Percorso Trincee Prima Guerra Mondiale, Scurelle, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38050, Italia",Cima delle Buse Todesche,46.1430306,11.5658179,mountain,region_62
landf_200,"Percorso Trincee Prima Guerra Mondiale, Scurelle, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38050, Italia",Cima Orsera - Cimon di Val Orsera,46.1371778,11.5629996,mountain,region_62
landf_201,"Strada Forestale Tramenaga, Marolo, Telve, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Col Tramenaga,46.1340351,11.4889809,mountain,region_72
landf_202,"Strada forestale Cinque Croci, Pieve Tesino, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Col dei Fiori,46.193196,11.5359742,mountain,region_53
landf_203,"Strada Forestale Cinque Croci 2, Scurelle, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Col della Palazzina,46.177734,11.5366136,mountain,region_62
landf_204,"Sentiero della Memoria, Scurelle, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38050, Italia",Croz di Primalunetta,46.1238028,11.5361529,mountain,region_62
landf_205,"Percorso Trincee Prima Guerra Mondiale, Pieve Tesino, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38050, Italia",Monte Cengello,46.1536955,11.5660211,mountain,region_53
landf_206,"Sentiero della Memoria, Scurelle, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38050, Italia",Monte Cenon,46.1260302,11.5290937,mountain,region_62
landf_207,"Strada forestale Regaise - Fagarolo, Castel Ivano, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38050, Italia",Monte Cima,46.104282,11.5295959,mountain,region_63
landf_208,"Masgerom, Pieve Tesino, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Monte Montalon,46.1909191,11.5060823,mountain,region_53
landf_209,"Strada dei Tamagi, Gabana, Centrale, Bedollo, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38043, Italia",Dos dei Redi,46.1568861,11.3020884,mountain,region_6
landf_210,"Forcella Pala del Becco, Strada Forestale Valpiana - Croce, Telve, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Pala del Becco,46.1815397,11.4794576,mountain,region_72
landf_211,"Via Ferrata dei Finanzieri, Canazei, Comun General de Fascia, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38032, Italia",Monte Colac,46.4410262,11.782724,mountain,region_92
landf_212,"Sentiero per Busa Alta, Canal San Bovo, Comunità di Primiero, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Cima Busa Alta,46.2498788,11.6096295,mountain,region_88
landf_213,"646, Canazei, Comun General de Fascia, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38032, Italia",Sas Porcel,46.435281,11.7579329,mountain,region_92
landf_214,"Via ferrata delle trincee, Canazei, Comun General de Fascia, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Mesolina,46.4650544,11.8869791,mountain,region_92
landf_215,"Strada del Careta, Maso Giamai, Caldonazzo, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38052, Italia",Tamazol,45.9708781,11.2592308,mountain,region_89
landf_216,"Strada forestale Strada del Van, Moena, Comun General de Fascia, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38035, Italia",Piz Meda,46.3789381,11.690552,mountain,region_47
landf_217,"Via Ronchi, Steffenetti, Centrale, Bedollo, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38043, Italia",Cros del Cuc,46.1755789,11.306388,mountain,region_6
landf_218,"Strada forestale Buscapiana, Ronchi, Imer, Comunità di Primiero, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Cima Redasega,46.1642942,11.7806541,mountain,region_35
landf_219,"Strada di Malga Stramaiolo, Bedollo, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38043, Italia",Cima Pontara,46.1472075,11.3338857,mountain,region_6
landf_220,"Baracca ricostruita Grande Guerra, Strada forestale Vatrighetta - Cagnon, Telve, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Cima di Palù,46.143583,11.386078,mountain,region_72
landf_221,"Traccia per Prati Imperiali, Fierozzo - Vlarotz, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Monte Gronlait,46.0928879,11.3588461,mountain,region_108
landf_222,"Traccia per Prati Imperiali, Fierozzo - Vlarotz, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Hoamut,46.0968033,11.3586452,mountain,region_108
landf_223,"Traccia per Prati Imperiali, Fierozzo - Vlarotz, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Mut,46.1004514,11.3538447,mountain,region_108
landf_224,"502, Ville di Fiemme, Comunità territoriale della Val di Fiemme, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38033, Italia",Il Palone,46.3330842,11.4493094,mountain,region_164
landf_225,"Sinter dei crozzi, Prada, Faida, Baselga di Piné, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38042, Italia",Dosso della Clinga,46.1130371,11.2442454,mountain,region_5
landf_226,"traccia non visibile, Borgo Valsugana, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Monte Trentin,45.9891866,11.4574938,mountain,region_82
landf_227,"orto botanico - base tuono, Folgaria, Magnifica Comunità degli Altipiani Cimbri, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Monte Maronia,45.8705678,11.2124703,mountain,region_110
landf_228,"Sas fendù, Strada forestale ""Sas Bianch"", Mas del Plancher, Faida, Baselga di Piné, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38042, Italia",Dos dei Fonghi,46.1047734,11.2679476,mountain,region_5
landf_229,"strada forestale ""Mas dei Rossi"", Cà de l'Angiol, Faida, Baselga di Piné, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38042, Italia",Dos dei Rossi,46.1144038,11.2654054,mountain,region_5
landf_230,"Via del Covel, Prada, Faida, Baselga di Piné, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38042, Italia",Dos del sabion,46.1109012,11.2469767,mountain,region_5
landf_231,"strada forestale ""Terra Rossa"", Faida, Baselga di Piné, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38042, Italia",Dos de la Perina,46.1041017,11.2655219,mountain,region_5
landf_232,"Cava di Quarzo, Mas del Bertoldi, Faida, Baselga di Piné, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38042, Italia",Dos Alt,46.1003371,11.2476136,mountain,region_5
landf_233,"Via del Sas Bianch, Cà dei Beti, Faida, Baselga di Piné, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38042, Italia",Dos de l'Oselera,46.1161826,11.2597304,mountain,region_5
landf_234,"Pale dal Sas, Valfloriana, Comunità territoriale della Val di Fiemme, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Monte Fregasoga,46.1851424,11.3812603,mountain,region_118
landf_235,"Valon Bianch, Canazei, Comun General de Fascia, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38032, Italia",Piz Miara,46.5236057,11.7954081,mountain,region_92
landf_236,"Strada forestale ""Sas Bianch"", Mas del Plancher, Faida, Baselga di Piné, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38042, Italia",Sas Bianch,46.11148,11.2660186,mountain,region_5
landf_237,"Cima di Cece, Predazzo, Comunità territoriale della Val di Fiemme, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Cima di Cece,46.2607604,11.6839946,mountain,region_55
landf_238,"Cava di Quarzo, Mas del Bertoldi, Faida, Baselga di Piné, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38042, Italia",Dos Entrà i Crozzi,46.1023851,11.2491481,mountain,region_5
landf_239,"409, Altavalle, Comunità della Valle di Cembra, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38047, Italia",Cima Castion,46.2181695,11.2335932,mountain,region_100
landf_240,"Zava, Ischia, Pergine Valsugana, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38057, Italia",Monte Zava,46.0455087,11.2512801,mountain,region_125
landf_241,"Via degli Altipiani, Maso Michelini, Calceranica al Lago, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38049, Italia",Sommi,45.9883896,11.2435183,mountain,region_87
landf_242,"Strada forestale Cimone, Ivano-Fracena, Castel Ivano, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38059, Italia",Monte Lefre,46.0594287,11.5489095,mountain,region_16
landf_243,"SP138, Terragnolo, Comunità della Vallagarina, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Coston dei Laghi,45.8405862,11.2188887,mountain,region_74
landf_244,"Serauta, Canazei, Comun General de Fascia, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Quota 3153,46.433827,11.8734113,mountain,region_92
landf_245,"Monte Maggio, SP138, Terragnolo, Comunità della Vallagarina, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Monte Maggio,45.849049,11.221881,mountain,region_74
